"","n","var_CV","yield","season_length","rain_prob","strong_rain_prob","storm_prob","frost_prob","chill_requirement","output_1","output_2","output_3","output_4","output_5","output_6","output_7","output_8","output_9","output_10","output_11","output_12"
"6454",1,0.0384591456602451,94.6683393286681,72.7058986797853,0.28389484059835,0.0689645167530359,0.0709918038962345,0.214358800979736,0.852581851095509,129.667781280053,135,22,-90,-90,-5,-10,-15,-3,85,75,-2
"6455",1,0.00587759515128824,92.1621787335288,78.0957031251149,0.0708057195112744,0.11260200667246,0.0717493935258157,0.338795146771613,0.65608977321494,112.167182584908,120,19,-40,-40,6,105,100,1,80,75,-1
"6456",1,0.0283635272198593,94.3800129423408,76.7810514270533,0.291417331322026,0.116639478967893,0.0759459167651317,0.245922093165133,0.7126715904705,69.3388134881775,75,19,40,35,-4,90,85,-2,30,30,-2
"6457",1,0.0387827681476805,93.5636142583274,71.5939617122517,0.333853182784453,0.0909837607740816,0.0705967275872604,0.265636295507457,0.778329511344087,153.578882931598,160,17,-85,-85,6,35,30,2,-5,-5,0
"6458",1,0.0342803143428207,98.035192182845,71.403565513675,0.324642347840262,0.0701573744965908,0.0554478130989207,0.420213536429805,0.835158736997914,-21.9583500282784,-25,19,195,195,1,135,135,-1,235,240,-1
"6459",1,0.0268170210454524,90.9097018691769,81.029910405877,0.18584027974649,0.0582467254269273,0.0593653944007313,0.264349288287268,0.711733020233809,105.91324463225,105,15,35,45,3,-50,-50,1,45,55,8
"6460",1,0.0494449866781931,93.2976302501965,76.6134240230084,0.34167261303344,0.0831791807193256,0.0747931670596216,0.214903860666128,0.744159476994876,173.372803627121,175,15,80,85,4,-125,-130,8,-90,-85,3
"6461",1,0.0370081147893631,95.6180754534227,72.9906291682007,0.189723555108879,0.081574567458437,0.0887092062186889,0.320257312900781,0.65287276987505,155.573535503238,160,16,-70,-75,8,0,-5,1,-90,-90,0
"6462",1,0.0377160682419622,95.469681509653,80.4350436766556,0.236938647413055,0.0247381329664212,0.0527001846249066,0.230264835494845,0.75457817084789,100.482646479522,100,17,-50,-45,8,30,30,2,-85,-80,3
"6463",1,0.0227477737632127,96.3010282743743,77.7245914550923,0.165535807769941,0.094500746662178,0.082313099548523,0.269980484401923,0.722033073965546,226.317425454373,225,15,-140,-135,9,-40,-40,1,-165,-170,10
"6464",1,0.0343111104546326,97.9006537534977,74.4640870149283,0.429244232601754,0.0825475300823428,0.0727297067833279,0.273347337448195,0.854462476867587,212.885610830232,215,14,-170,-170,2,-155,-165,6,-35,-35,3
"6465",1,0.0358912908894425,97.6095595844319,74.9984899525269,0.228051732017307,0.0690942291098644,0.0865627002523235,0.224614660731913,0.7410128557227,112.589826593747,115,19,-75,-75,3,30,25,1,-40,-45,-2
"6466",1,0.0298717985894119,96.0560829362056,75.6726409781803,0.392806276245812,0.070621540260877,0.0592323736402185,0.283006366445781,0.79900241477732,56.0812633363175,55,17,-15,-10,10,235,240,-4,85,85,6
"6467",1,0.0373120488066073,95.162642209263,69.8545363617131,0.37741473505294,0.0736189181848173,0.0782106294471149,0.258686378600526,0.714823829125262,185.111487696566,185,11,-120,-115,5,20,20,4,-10,-10,6
"6468",1,0.0400479738680833,97.246631419388,72.2554219311538,0.193620286149047,0.0755794768334442,0.075787913159502,0.220759213845969,0.691328336647768,87.2912940971436,85,16,4.99999999999999,10,5,-35,-30,0,45,45,3
"6469",1,0.00663644117357353,94.6270097925884,75.16002739064,0.456378194655095,0.105269937566095,0.06657859732977,0.329476619976995,0.655126576394427,154.625158164141,160,14,-110,-115,4,10,5,1,10,10,3
"6470",1,0.0373098442554922,94.9975032348939,68.5859581819279,0.285698171977345,0.0718818760021152,0.0662352850299532,0.262487362716015,0.577144943400967,115.007881048258,120,19,-105,-115,5,-50,-50,3,9.99999999999999,0,4
"6471",1,0.0331596102221735,93.6300901950386,78.5402989064473,0.175312023715463,0.0878100876818502,0.0512289610698824,0.370022465341623,0.657086747305782,158.696230796548,160,16,-45,-40,5,-90,-90,7,-25,-20,7
"6472",1,0.0369934793480576,96.892727333845,82.5706065047968,0.205347907524899,0.0753916658357661,0.095799725912671,0.301341197515067,0.667988010975565,186.82776291778,190,16,-185,-185,4,-120,-125,8,-150,-150,10
"6473",1,0.0447342272408643,99.7194154091471,73.9918424215572,0.43028944438096,0.0616665978242969,0.0824737532789289,0.329369656896662,0.755759587507595,49.658599122977,45,19,110,115,-5,80,85,4,-45,-45,1
"6474",1,0.0343418774713429,88.8309867649613,69.5605353302144,0.225186999014974,0.0978123268256189,0.0755651625991978,0.353959831673724,0.844784236469099,213.813625650217,225,18,-110,-115,6,-85,-85,-1,-170,-180,2
"6475",1,0.0182925517951705,93.8888135233126,74.022600127862,0.202985877745913,0.0455651270930791,0.0961662020327179,0.267691501000755,0.857429533058166,128.878211255639,135,17,-40,-40,0,45,45,4,80,80,4
"6476",1,0.0409171427534702,93.076868368367,74.1831918400829,0.365221343794977,0.0817170632253029,0.0722700095600108,0.253917989559086,0.85525587028119,118.093114798348,125,17,-105,-105,7,30,20,-3,-50,-50,0
"6477",1,0.0262482597321896,97.0321653379372,68.9730689884331,0.425429256700105,0.0774641434243473,0.0728512380603894,0.26805517680818,0.767165301781606,91.9931096550576,95,20,-15,-25,-4,105,105,-3,100,100,-5
"6478",1,0.00945699977984044,93.5480956129393,78.6906237876933,0.450171765074055,0.0609114915022596,0.057078634977939,0.33992429699345,0.719803396289902,23.5489987771902,30,22,40,40,5,-15,-15,-7,25,20,2
"6479",1,0.0256253132619481,94.8382976551982,82.1362451325416,0.114517775443692,0.0693100010842442,0.0774569798238367,0.250186123094419,0.82004524706453,124.854093361982,130,15,-50,-50,8,115,105,3,55,50,6
"6480",1,0.0349316669278372,99.0737813706806,66.5248837206928,0.485857861111776,0.0484027870695733,0.0733968677889393,0.333631383220379,0.918885351624523,159.057175153928,160,19,-15,-15,0,20,20,-2,-220,-225,2
"6481",1,0.0167854737201249,94.9229021584206,79.355489735977,0.425389803647118,0.0369500949511703,0.101774345880716,0.373182844171701,0.803899704042792,179.914694079732,185,16,-200,-205,8,-80,-80,8,-85,-85,4
"6482",1,0.0303943880000198,95.8346090723197,70.5931067686024,0.458483907041824,0.0924398996926693,0.0659065657368743,0.279893659940686,0.791076211647784,90.8496640358435,95,17,5,5,7,-25,-30,2,20,20,1
"6483",1,0.0407679886934572,92.7118537643916,74.5761553971296,0.404258520759343,0.0864982184258248,0.0711807433300016,0.301675791334164,0.728982191619709,37.7613026434037,40,19,40,40,-1,10,10,0,100,105,5
"6484",1,0.016605364475386,97.4168136467412,81.4987247054133,0.400476013446201,0.0845880001103895,0.0788983737459075,0.274987053070847,0.76242105584255,132.451239655865,135,19,-135,-140,2,70,65,-7,-80,-80,1
"6485",1,0.0330067111018153,95.8151297619865,78.519350247996,0.338467223309102,0.087784812869036,0.061449102012482,0.247075028233239,0.757933430155324,20.7718355314453,20,24,45,50,-2,150,145,-12,105,110,-5
"6486",1,0.0275699232877901,98.7345582488241,71.3456681102714,0.285184498867273,0.0550713635320232,0.103713663972282,0.279380767838181,0.84294960860618,168.75560476449,165,13,-90,-85,5,65,70,2,-90,-85,4
"6487",1,0.0065803609337588,93.4166393130513,74.3340774896876,0.523805583465475,0.0763172547027546,0.0611122321226297,0.220568275209038,0.861640112058456,178.421078087441,185,21,-150,-150,1,-60,-65,-3,-60,-60,1
"6488",1,0.0370866793529629,93.9773442931397,75.8137439740052,0.0616854821926115,0.0707453419189678,0.0714579624458438,0.290221478434739,0.795656021938906,113.999279728152,120,15,-50,-50,11,-95,-100,5,40,30,5
"6489",1,0.0321252037852228,93.9662796535153,78.8016768195995,0.381827045367286,0.0793430193835231,0.0681007292299556,0.312583639457369,0.823967223372225,208.960132435332,215,14,-185,-190,8,-40,-50,-1,-130,-140,9
"6490",1,0.0388538309958321,98.932105492878,69.5372521571977,0.148016000660369,0.0582589299485504,0.0813672956055766,0.364868313878676,0.795218597302934,123.939207911229,120,18,-115,-110,4,10,5,-1,-85,-85,3
"6491",1,0.0240933443529593,93.9476338371204,79.6076018664498,0.179161622168197,0.0781412450863409,0.0750186875706187,0.265827638506252,0.8885328328623,78.9329534396221,85,22,20,15,1,-15,-25,-7,-35,-35,1
"6492",1,0.0313782552290242,92.3005967530703,73.5153693210223,0.313530655646473,0.0417482557829065,0.077502885469948,0.394159170897228,0.787712428401513,222.295599837502,230,12,-185,-185,6,-15,-15,7,-105,-110,3
"6493",1,0.0313061895333254,92.3058096465985,75.2417312073576,0.420342474374594,0.0771534462459321,0.0834504449930541,0.335608598164622,0.637573292896728,137.304237466351,140,20,-70,-65,-3,10,10,1,65,70,-1
"6494",1,0.00854316133489959,90.8810419630215,74.1725307412322,0.261178682743325,0.0932801344030561,0.0671313637853853,0.366481326770105,0.730036471603782,115.881385628144,125,13,-80,-80,13,-30,-35,3,0,-5,6
"6495",1,0.0317276630198647,98.4586666863216,71.9379315605556,0.133121324899688,0.0872222778982889,0.094754866257074,0.247677026502301,0.444904652729295,138.424572031622,135,12,-60,-55,6,55,60,3,-180,-175,5
"6496",1,0.0136792155351252,96.8032891679287,71.9916243008815,0.176188896664019,0.0531127098781004,0.113100527593181,0.273264164773397,0.808152404652514,206.786370637596,210,18,-50,-50,1,-165,-175,3,-135,-140,5
"6497",1,0.00860343732336468,93.136410542757,78.4102500297801,0.447028927723459,0.0620863438352252,0.052642838887963,0.29857483763682,0.708078835929034,83.1462722881075,85,24,-60,-60,-1,75,75,-6,0,-5,-7
"6498",1,0.00417283274465861,93.9955045942854,79.0227413805432,0.340790721142187,0.0676674196498984,0.0574842905818009,0.34202779931209,0.767951715021915,238.98984835881,240,13,-195,-195,9,-155,-155,3,-60,-60,8
"6499",1,0.0278208061854374,91.9868166469913,75.2852515948182,0.111436290551997,0.100825771453425,0.0619257128129232,0.333918857453754,0.87653508459356,111.978233347883,120,20,-55,-60,-1,55,50,-1,25,25,-7
"6500",1,0.0453490366273435,100.685179488332,74.8506857545798,0.419063240955045,0.0811431278915291,0.07806936140452,0.310304875028284,0.785560741874073,80.7281687503528,75,20,100,105,4,80,85,-6,90,90,4
"6501",1,0.0314613738516646,98.9476143412457,75.2463325625123,0.507183063161277,0.0863472636836538,0.0583480818182802,0.416607336078796,0.634551016273715,158.913003058436,160,19,-125,-125,8,-60,-60,4,-50,-50,-2
"6502",1,0.0429626808425878,92.0000742277665,76.0362114855354,0.478311322619161,0.0710471198756912,0.065523394420636,0.339960408622903,0.686892275216527,142.059510638792,145,18,-70,-65,2,90,90,-6,-80,-75,5
"6503",1,0.0353737687410952,90.0527355629885,75.4146836151614,0.235782676004329,0.0638565380579841,0.115572335494941,0.320437887652986,0.794851934829338,100.126583235353,110,13,60,60,10,75,65,-1,-100,-100,12
"6504",1,0.00564026566473256,94.8207125200279,72.3767541335481,0.435847644690942,0.0744696554105058,0.0618094388342587,0.241091609349178,0.744994296027484,254.811696035828,255,15,-200,-195,2,-125,-125,2,-220,-225,5
"6505",1,0.0202258257518523,90.9044896682736,76.8844552441949,0.362372871230437,0.0714495859832465,0.0833517526622018,0.288514290629172,0.587994777869042,110.886571001607,120,18,-10,-10,4,-5,-10,-2,70,70,3
"6506",1,0.0312020405857323,95.0282354840481,71.5921157828165,0.371992304458252,0.0779546514820792,0.0621632129095765,0.33677002267987,0.696836086117503,89.9895124652432,95,14,-120,-125,17,5.00000000000001,5,3,45,45,1
"6507",1,0.0454385180110476,94.7336270677451,78.0081549055474,0.277455310439422,0.0668210104888885,0.0837294088560012,0.314223326130028,0.751524769265418,109.725980489557,115,18,-65,-65,3,-50,-55,3,-85,-85,4
"6508",1,0.029144571819531,95.4116766448711,76.5942273329088,0.348233403415881,0.0637403028110075,0.0638217603440502,0.427251797803385,0.67679285077932,55.4191708396875,55,23,40,40,-8,-15,-15,-6,15,15,-1
"6509",1,0.0264234175613946,90.1022575458315,73.291795395412,0.324819104326113,0.0787586530374974,0.0687864959791011,0.325372542105536,0.729290246149338,100.113863008807,110,18,-90,-90,2,100,100,-5,-5.00000000000001,-10,3
"6510",1,0.013135211383797,95.0649055327074,71.1903106339291,0.123980608753818,0.0702573394806846,0.0618343556752441,0.355478929181349,0.805844296624013,145.045803623539,140,22,-180,-175,1,-55,-50,0,-5,0,-1
"6511",1,0.012904935910727,93.7020628090311,78.0898982988547,0.34967244632985,0.056704311759689,0.0694333556612452,0.203526945662927,0.734667474912756,228.70890418196,235,14,-185,-190,12,-135,-135,7,-110,-115,8
"6512",1,0.0385225747294839,98.2789604682675,72.6309877464129,0.377915227238062,0.0920020875052017,0.0692998535708465,0.341744510903585,0.768057941302399,208.341325877921,210,12,-95,-100,12,-60,-60,1,-115,-115,11
"6513",1,0.0429329020990145,92.5571477016303,74.9723322916811,0.479546817636357,0.0639593081818358,0.114504890469713,0.361299206705651,0.706105598641604,162.606563166176,170,20,-195,-200,-2,30,25,-3,-45,-45,6
"6514",1,0.0219975000050739,90.5868893611468,78.8779120123806,0.423263409852639,0.0549879781473318,0.0829334261381456,0.230413039522663,0.697388374011587,190.581596838932,200,18,-130,-140,4,-65,-65,5,-205,-210,6
"6515",1,0.0243321356344761,93.0983504726559,76.9548413903772,0.377129024322706,0.082328614778027,0.0813809607258207,0.35245956015903,0.878111058110713,273.112101157928,275,16,-200,-195,6,-100,-95,2,-180,-175,6
"6516",1,0.0321776477338703,94.1390644097765,73.821518734709,0.323382020083163,0.0879052579910742,0.0699815749065471,0.298938807958619,0.711405047622261,124.089032005179,130,20,-115,-115,0,-40,-40,-4,-55,-60,2
"6517",1,0.016938187852754,94.9041382163241,81.2392437688492,0.325244098047982,0.0504462941681411,0.0684792973750262,0.30418888686096,0.870721737638991,94.9052344738245,100,23,50,50,-8,155,150,-7,-95,-100,1
"6518",1,0.015804105348033,96.395282118827,73.5639059676446,0.244028677641292,0.0737942038424777,0.0655938767845724,0.235007142044389,0.761971152764141,271.391641872103,270,10,-135,-135,10,-120,-115,10,-210,-205,10
"6519",1,0.0351171852301356,96.1758675028668,77.1201381462192,0.329880357926718,0.0867003229039166,0.050498188285132,0.21806631697982,0.838124116677244,126.159762142065,125,15,-95,-90,1,-50,-50,2,0,0,2
"6520",1,0.0173646473135471,89.582032259947,81.8190129452159,0.514724917471816,0.0801573786714307,0.0966303584450315,0.256187891527359,0.848471759429674,164.580578980401,175,14,-10,-15,1,-30,-35,7,-40,-50,10
"6521",1,0.0576647101174787,97.9940830296166,78.2658711737158,0.521823234945824,0.0813221341663149,0.0933532457876292,0.265836158549257,0.664620747831619,58.046146272249,60,18,-30,-30,4,165,160,-1,185,175,-7
"6522",1,0.0153994711031093,95.5441806267862,74.6433395676277,0.438156040171371,0.0564265125481405,0.0467595870797489,0.30782137229151,0.818655897452388,95.5568564154263,100,21,15,15,-4,70,65,-3,50,45,-4
"6523",1,0.00647423264620266,90.8025985050604,70.8693691297021,0.547974131034774,0.0599178370415547,0.0988312675476894,0.261646913611821,0.786017080925195,140.808495792102,150,16,-130,-135,3,10,5,3,-70,-80,3
"6524",1,0.0251262605597572,94.5769046261191,76.8510916275381,0.208527918428393,0.0705647813952874,0.0708292463057857,0.336248297705896,0.831853626071605,144.574209721651,145,14,-65,-60,9,-125,-120,1,-95,-90,9
"6525",1,0.0323253497638001,98.9108619460367,72.2627914349736,0.482732881170741,0.0890987791530399,0.0648673011989538,0.258289771966488,0.783652476293123,233.904477685639,235,10,-60,-60,3,-160,-165,11,-40,-45,7
"6526",1,0.0346519345807285,97.3957949232053,75.6726279058345,0.408785487319112,0.0725680858328698,0.0546531839789471,0.312922378984733,0.680053048770396,152.411946152872,155,18,-40,-40,1,30,20,-7,-55,-65,1
"6527",1,0.0308012505030404,96.9762801786748,74.8698363621811,0.342162668100175,0.057062532395648,0.0804183663294365,0.319802670885974,0.84062004210439,171.945451411589,170,17,-85,-80,8,-90,-85,4,10,15,2
"6528",1,0.0343087762456889,90.7057205399275,69.8515884194215,0.342735049667379,0.0683760526751578,0.0843105312346865,0.277460809966051,0.878701424077951,200.703501994651,205,13,-170,-165,9,50,50,1,-130,-125,7
"6529",1,0.00483171865199674,103.211731418155,74.4914906346806,0.320702997203398,0.105683820713571,0.0960549654351781,0.258975160818648,0.774959973697104,268.207744741086,265,12,-230,-240,14,-195,-195,11,-125,-125,10
"6530",1,0.0340442631136563,93.3800420504541,76.7887235426756,0.154752834973689,0.0856215764445746,0.0826137758665809,0.243440423967748,0.669700528139043,128.350616642887,125,16,-60,-50,1,0,10,0,-30,-20,4
"6531",1,0.0372379390758541,98.3163323066487,69.3766442398362,0.149043868577201,0.0931173114072947,0.0540054275982073,0.328046681700206,0.799483846371757,163.317967899689,160,18,-130,-125,2,0,-5,-9,-80,-75,3
"6532",1,0.00597610428640401,97.4106399978357,75.7420603321529,0.128400292065608,0.0869932085628415,0.0603335712272382,0.356621168337436,0.706504904199374,177.40766070929,180,20,-45,-50,-5,40,35,0,-170,-175,-2
"6533",1,0.021024810573848,92.8618091127694,74.4217855123405,0.387706371251845,0.0798042579562292,0.0934510707050674,0.370292081877017,0.770179936163167,112.894217539874,120,13,-95,-100,5,35,30,7,-20,-20,10
"6534",1,0.0194600821944568,98.5869880571584,70.6322210774459,0.239202284159551,0.0507961432117399,0.0950908107965827,0.211610411383759,0.823451908500756,218.608882119009,220,18,-175,-185,5,20,15,-4,-210,-215,-1
"6535",1,0.0425812804006865,96.62832737256,76.3377451410716,0.202209948557558,0.0915350734533778,0.0415757698006101,0.183301023478614,0.707643124284571,61.6675012198575,65,25,10,5,-7,130,125,-8,-30,-40,0
"6536",1,0.0390402172900772,96.3034374085419,73.9345276555482,0.346927709974588,0.0722110334671318,0.0715505139004312,0.312137393670346,0.738956840014495,186.347199264293,190,18,-45,-50,4,110,105,-3,-120,-130,4
"6537",1,0.0317958579796424,90.009688121354,78.1407738938405,0.451292546499346,0.0781599612666534,0.0777362202289886,0.351919382720264,0.697352629744729,160.002119342731,165,20,-105,-100,-5,-50,-50,2,-85,-80,-3
"6538",1,0.0212432308902107,95.0291401898761,70.7367702804619,0.473529165155569,0.0666619565537868,0.0848853753680062,0.280943779649759,0.774044235478174,160.06538404656,165,17,5,5,1,-15,-25,-4,-10,-10,1
"6539",1,0.0351427649332408,93.2285127443555,79.0250785951214,0.326773446223294,0.0459343561433801,0.0950224454513692,0.275595673316189,0.683603183967814,28.2520276524748,30,18,50,55,4,235,230,0,-35,-30,1
"6540",1,0.040362531864522,93.162537225116,75.4026825276468,0.0747435996147367,0.0667726355725637,0.0963759105723825,0.302881605713106,0.897645480503506,68.2154815915209,75,18,-5,-5,-1,135,130,1,-45,-45,8
"6541",1,0.0406258369739818,100.701166522535,75.1353902103003,0.364556119417158,0.0758108880331992,0.086784901950082,0.262553173263137,0.850298428265791,75.716991863511,70,13,15,20,5,20,20,8,20,25,10
"6542",1,0.0393432224488722,94.2232103031715,70.3000402571563,0.459736984725339,0.0671275690229192,0.0783981245337999,0.315631146094188,0.665406949213358,59.2325327966936,60,16,30,30,-3,-55,-55,3,65,70,6
"6543",1,0.0500691178523369,95.101723401441,75.3198596456915,0.340635430705305,0.0975474809043427,0.0965972868351176,0.374998694216446,0.829688353361874,145.054878830092,150,15,-80,-85,3,-85,-85,12,-110,-115,3
"6544",1,0.0258807966942311,99.789976763528,80.4234081960518,0.388678306024239,0.0973131157925166,0.0997031884305152,0.355742519520162,0.783666622850501,224.809433746897,225,11,-140,-145,11,30,30,7,-115,-115,16
"6545",1,0.0474211225177156,97.6086294814623,74.081264189664,0.238844730080017,0.076613063694689,0.0629632925812721,0.200091346924708,0.773825538522547,207.55246611686,210,17,-165,-165,7,-45,-45,0,-170,-175,0
"6546",1,0.0223510629675694,97.3829561839277,75.6925849878422,0.331595520903797,0.0934288368094157,0.0749554881221122,0.273852526773825,0.841791337766727,232.372333435121,235,21,-155,-160,1,-25,-30,-10,-85,-85,-1
"6547",1,0.013942717328191,97.0745899337748,74.1117496793243,0.15039761728221,0.0971279553876121,0.100289323080402,0.325958913742225,0.652934543891156,77.0805205623776,75,24,-30,-25,-8,50,50,-10,90,95,-1
"6548",1,0.0144630138964415,89.9675516272988,75.0978509244002,0.190995673636486,0.106763962635908,0.0998519043531514,0.223906595351594,0.729148965945098,44.9596201639595,50,17,-30,-30,2,180,180,0,100,105,-2
"6549",1,0.043217571241737,97.1007667262129,76.4463156893782,0.322214420583732,0.0744993131102875,0.0657862547618698,0.267017372530652,0.554070131111854,137.095807939189,140,16,35,35,2,-65,-65,4,0,-5,5
"6550",1,0.0312934077251267,93.82990465321,73.1054618135224,0.272126679837166,0.064981529113282,0.120731043922011,0.229191615014241,0.939336346165078,58.8293836338779,60,18,45,50,4,90,90,2,140,145,-2
"6551",1,0.0356177536970062,90.9047551618807,75.2110929651711,0.270251754662407,0.0462690355753942,0.0547921485284732,0.275449005106605,0.708650809119327,80.9349094587331,90,24,60,60,1,130,125,-12,25,20,-5
"6552",1,0.0303884831731639,94.557930176011,76.195404359209,0.171303873705372,0.0614464837321063,0.0693631626693429,0.351363843365591,0.759516924135833,134.571637465872,135,25,-20,-15,-3,-45,-45,-5,35,30,-7
"6553",1,0.0358226856503055,97.0967610052559,73.9352289963314,0.584799264620167,0.0733596458795878,0.0701677343721529,0.325387152005474,0.588096093601654,177.137675962769,180,17,-125,-125,3,-185,-190,5,-150,-155,4
"6554",1,0.0119456427819496,92.3673977232445,72.1192419557788,0.40842200953926,0.067131887576294,0.0783615562865432,0.232493879256001,0.750331137880291,142.365200029179,145,20,20,20,-1,10,15,-2,-55,-55,2
"6555",1,0.0310567254897103,96.9887300254393,76.9009833217814,0.206365219317621,0.0835859518581194,0.0932291784005753,0.297722731035303,0.656935055057589,206.989474228439,210,16,-180,-180,-4,-15,-25,2,-120,-125,-2
"6556",1,0.0264804405822544,96.8874784267022,75.0909273658241,0.487268576289626,0.0852058801297482,0.0643275686655181,0.345299175921211,0.714347399430518,111.884892127949,110,15,-35,-35,5,135,140,4,-80,-75,3
"6557",1,0.0472730933756877,98.3068191638031,71.9568243498762,0.183372135840101,0.0961606062643225,0.0855067215966201,0.225737846263128,0.69680374678533,243.356608061439,245,19,-170,-170,3,-140,-145,0,-80,-85,-1
"6558",1,0.0227695748964996,98.0673902833506,74.5508980384037,0.315799877067398,0.0903618056810696,0.096089883393782,0.288394265224395,0.771244913764204,53.0607950649709,55,21,60,60,-7,185,180,-4,90,90,-6
"6559",1,0.025759787331231,99.7345112839435,73.3006636209719,0.268142803398446,0.0687939945597263,0.0912357668716833,0.30185505812837,0.838873429372997,74.7262067176542,75,20,40,40,-1,-9.99999999999999,-15,-1,60,60,-5
"6560",1,0.0236999985571883,93.1256425087976,78.7603212021075,0.351780609988275,0.0915610251293488,0.06076497765882,0.300089375331414,0.699734826014246,138.125365549745,145,21,-15,-15,0,-75,-85,-4,-55,-55,6
"6561",1,0.0164032278739009,93.6860619665263,75.9132587931254,0.210453417591962,0.0777498581647702,0.104341887857983,0.288017701273257,0.605890378517075,98.6934854430027,105,21,35,30,-4,15,10,-3,50,50,-6
"6562",1,0.0258372311623304,99.843089598401,83.9270858335424,0.287057281990923,0.0749960343736983,0.0741650024195865,0.322528034459728,0.69733103817111,64.8076719339146,65,23,-10,-10,1,160,160,-3,-15,-20,0
"6563",1,0.0371558593701879,99.3881141199284,81.6695113500771,0.161848938677732,0.0752656243966536,0.08949459221485,0.386207102505608,0.779837087479466,214.328277988547,215,19,-140,-140,1,-100,-100,1,-160,-160,6
"6564",1,0.041392077242995,93.7822773100025,77.5491675858689,0.192660116264174,0.0577258358653394,0.0711146608282753,0.36926944069379,0.592277991357018,183.786606526089,190,17,-60,-60,-1,-135,-135,1,-125,-130,8
"6565",1,0.041018916171945,92.3055417430258,78.2469548212816,0.251961832353505,0.0789346087791063,0.0885392193424484,0.344616258359273,0.788657668858632,127.383723482711,135,19,40,40,5,5,5,-4,-15,-20,4
"6566",1,0.0167664101319802,93.9546805502934,79.5366783657222,0.321553684123229,0.0838055189712371,0.0631344047374793,0.212883549564962,0.753732832604045,128.9551533799,130,12,-70,-70,7,130,135,3,-55,-60,9
"6567",1,0.0104278361760559,95.7159787317965,74.2833845887013,0.184442296946721,0.0769696467205853,0.0809900837541153,0.351704817389798,0.8996817034345,135.715973344676,135,15,-150,-150,6,-40,-35,3,-80,-85,5
"6568",1,0.0519049174024636,93.6086872677209,76.8101384346334,0.345327334141997,0.0725421019674475,0.120773944340646,0.284549262226623,0.757097413502529,178.567890274516,180,10,-50,-45,14,-105,-105,8,-190,-185,13
"6569",1,0.0406316093130492,93.6456142401373,73.1306798633202,0.234343655185017,0.0591405495195781,0.060894319386301,0.340214364261663,0.690802757551052,88.58344404433,90,15,-15,-15,6,15,15,6,40,45,0
"6570",1,0.00277433656178622,99.1515693360594,75.6348772273538,0.325685249874327,0.0559442373058942,0.0891909123568391,0.298272012491466,0.765851556080681,184.151156506795,185,15,-105,-110,4,-30,-35,1,-70,-75,5
"6571",1,0.024742774904282,93.4273046740543,70.6177189599744,0.110976580093461,0.0809166816467718,0.0620056176843953,0.26937190461557,0.78181247583029,153.415100050298,160,19,-115,-115,-1,25,25,0,-80,-80,5
"6572",1,0.0314214675999575,90.7157236929595,76.1391244267419,0.449421321060795,0.081186222105895,0.0723127235882095,0.276038197695095,0.74047621387502,50.7290065420144,60,15,-20,-20,10,145,145,2,90,85,-1
"6573",1,0.0303417516004884,96.3200225737104,77.7236960771607,0.330533036952459,0.09337519524476,0.0735334826062447,0.316325530900316,0.850798482279818,141.30278041947,140,15,-130,-125,6,-10,-15,4,-55,-50,3
"6574",1,0.0505762710499454,95.1264664800086,76.6141048244214,0.265495515825993,0.0887381513104628,0.0689519014929712,0.256473784389308,0.689714925277204,200.138748323923,200,16,-10,-5,6,-70,-65,3,-130,-130,10
"6575",1,0.0405329944035391,92.2091557692563,76.980936110792,0.363231462307645,0.0601666031545569,0.0940655891068177,0.379547370563947,0.885791217312338,162.203110395134,170,16,-70,-70,1,-45,-50,-2,-65,-65,8
"6576",1,0.0435614494075233,94.9159140351999,72.8335360823923,0.347780639963146,0.0532427553031159,0.0703334714054964,0.25035259095366,0.752488983270086,44.8810972053282,45,20,65,70,0,30,35,-1,15,20,1
"6577",1,0.0321136089741229,96.0690547749911,76.3477235029421,0.367747831927564,0.0688073446531419,0.0817722079301343,0.377675705612464,0.690337771115147,126.012079922387,130,16,-55,-55,7,75,75,4,-125,-125,3
"6578",1,0.020945027294286,92.414108711915,76.0680875170543,0.289380284182158,0.059736071486012,0.0733239114789193,0.248610752196255,0.837415465635956,52.4205944479101,55,18,145,145,5,115,120,-1,30,30,4
"6579",1,0.0235997535226545,94.6889142567643,80.0613846567901,0.326250728573551,0.0795182799033333,0.077714501555243,0.279601948180888,0.74735132038294,119.711082998003,125,11,20,20,7,25,20,5,60,55,11
"6580",1,0.0417390589663676,94.3348379150573,75.7007829207325,0.31825607740133,0.0587417807962311,0.0677352579047268,0.22343496703087,0.694114342202656,139.331312326433,145,14,-130,-135,4,50,50,5,40,35,3
"6581",1,0.0173450302297236,96.4478932052775,72.9425254727484,0.50989376036635,0.0473013367509816,0.0795785947032384,0.231278740011417,0.742847478324494,196.464827843981,200,16,-225,-230,8,25,20,1,-185,-185,4
"6582",1,0.0377301077171517,88.7420532664754,70.5696006176734,0.251979965625542,0.100194622988431,0.0850218970050882,0.301387162289249,0.566915855848541,83.7360558985358,90,17,-30,-25,5,105,110,0,-40,-45,5
"6583",1,0.0125048041025496,97.4114171716041,70.8126378244349,0.385625449286319,0.0953351363234244,0.0599814760592005,0.329035206516087,0.811303336689396,182.402171903674,185,16,-115,-115,3,-10,-10,0,-70,-75,4
